AvgSpotLen	BioSample	BioSampleModel	Center_Name	Coriell_panel	Coriell_plate	DATASTORE_filetype	DNA_ID	Ethnicity	Experiment	HapMap_sample_ID	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	Population_Description	Race	ReleaseDate	Run	SRA_Sample	Sample_Name	Super_Population_Code	Super_Population_Description	actual_read_length	cell_line	cell_type	collection	culture_collection	family_id	family_role	notes	population	run	run_center	sex	tag	Assay_Type	AssemblyName	BioProject	Consent	DATASTORE_provider	LibrarySource	Organism	SRA_Study
35	SAMN00001690	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19207		SRX029888	NA19207	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448329	2014-05-28	302	189	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070987	SRS000208	NA19207	AFR	African					Coriell:GM19207	Y051			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001690	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19207		SRX029888	NA19207	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448329	2014-05-28	306	190	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070988	SRS000208	NA19207	AFR	African					Coriell:GM19207	Y051			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001690	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19207		SRX029888	NA19207	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448329	2014-05-28	282	175	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070992	SRS000208	NA19207	AFR	African					Coriell:GM19207	Y051			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001690	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19207		SRX029888	NA19207	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448329	2014-05-28	249	157	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070993	SRS000208	NA19207	AFR	African					Coriell:GM19207	Y051			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001691	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19209		SRX029890	NA19209	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448355	2014-05-28	293	188	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070972	SRS000209	NA19209	AFR	African					Coriell:GM19209	Y050			YRI			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001691	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19209		SRX029890	NA19209	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448355	2014-05-28	298	190	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070973	SRS000209	NA19209	AFR	African					Coriell:GM19209	Y050			YRI			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001691	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19209		SRX029890	NA19209	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448355	2014-05-28	262	167	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070979	SRS000209	NA19209	AFR	African					Coriell:GM19209	Y050			YRI			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00801704		WUGSC		HAPMAPPT01	sra	NA12761	UTAH/MORMON	SRX029892	NA12761	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485449460	2014-05-28	227	125	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2010-11-02	SRR070994	SRS000078	NA12761	EUR	European		GM12761	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12761	1447	paternal grandmother		CEU			female	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00797406		BI		HAPMAPPT06	sra	NA07347	UTAH/MORMON	SRX012760	NA07347	340	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5446	2014-05-26	1941	1298	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029851	SRS000037	NA07347	EUR	European		GM07347	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM07347	1345	paternal grandfather		CEU			male	Ceph/utah pedigree 1345	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00797406		BI		HAPMAPPT06	sra	NA07347	UTAH/MORMON	SRX012760	NA07347	340	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5446	2014-05-26	1961	1314	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029852	SRS000037	NA07347	EUR	European		GM07347	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM07347	1345	paternal grandfather		CEU			male	Ceph/utah pedigree 1345	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801031		BI		HAPMAPPT01	sra	NA11994	UTAH/MORMON	SRX012770	NA11994	499	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-15347	2014-05-26	2884	2035	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029860	SRS000054	NA11994	EUR	European		GM11994	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM11994	1362	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801031		BI		HAPMAPPT01	sra	NA11994	UTAH/MORMON	SRX012770	NA11994	499	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-15347	2014-05-26	2864	2025	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029861	SRS000054	NA11994	EUR	European		GM11994	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM11994	1362	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801031		BI		HAPMAPPT01	sra	NA11994	UTAH/MORMON	SRX012770	NA11994	499	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-15347	2014-05-26	2824	1998	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029862	SRS000054	NA11994	EUR	European		GM11994	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM11994	1362	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801237		BI		HAPMAPPT01	sra	NA12154	UTAH/MORMON	SRX007914	NA12154	319	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5410	2014-05-26	1357	914	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-09-05	SRR023305	SRS000064	NA12154	EUR	European		GM12154	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12154	1408	paternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801237		BI		HAPMAPPT01	sra	NA12154	UTAH/MORMON	SRX007914	NA12154	319	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5410	2014-05-26	1405	949	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-09-07	SRR023306	SRS000064	NA12154	EUR	European		GM12154	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12154	1408	paternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801239		BI		HAPMAPPT01	sra	NA12155	UTAH/MORMON	SRX012763	NA12155	504	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-15346	2014-05-26	4226	2951	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029853	SRS000065	NA12155	EUR	European		GM12155	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12155	1408	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801239		BI		HAPMAPPT01	sra	NA12155	UTAH/MORMON	SRX012763	NA12155	504	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-15346	2014-05-26	4344	3026	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029854	SRS000065	NA12155	EUR	European		GM12155	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12155	1408	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801239		BI		HAPMAPPT01	sra	NA12155	UTAH/MORMON	SRX012763	NA12155	504	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-15346	2014-05-26	3006	2089	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-11-19	SRR029855	SRS000065	NA12155	EUR	European		GM12155	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12155	1408	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001590	HapMap	BI	MGP00013	HAPMAPPT04	sra	NA18520		SRX012767	NA18520	305	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-6410	2014-05-26	1236	810	ILLUMINA	Yoruba in Ibadan, Nigeria		2009-11-19	SRR029859	SRS000108	NA18520	AFR	African					Coriell:GM18520	Y014			YRI			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001646	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18960		SRX012758	NA18960	320	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5399	2014-05-26	1134	752	ILLUMINA	Japanese in Tokyo, Japan		2009-11-19	SRR029850	SRS000164	NA18960	EAS	East Asian					Coriell:GM18960				JPT			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001648	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18964		SRX012766	NA18964	316	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5414	2014-05-26	2234	1545	ILLUMINA	Japanese in Tokyo, Japan		2009-11-19	SRR029856	SRS000166	NA18964	EAS	East Asian					Coriell:GM18964				JPT			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001648	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18964		SRX012766	NA18964	316	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5414	2014-05-26	1961	1341	ILLUMINA	Japanese in Tokyo, Japan		2009-11-19	SRR029858	SRS000166	NA18964	EAS	East Asian					Coriell:GM18964				JPT			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
36	SAMN00001651	HapMap	WUGSC	MGP00009	HAPMAPPT02	sra	NA18968		SRX029786	NA18968	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485445945	2014-05-28	177	97	ILLUMINA	Japanese in Tokyo, Japan		2010-11-08	SRR070766	SRS000169	NA18968	EAS	East Asian					Coriell:GM18968				JPT			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001664	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19098		SRX029783	NA19098	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448138	2014-05-28	231	137	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070741	SRS000182	NA19098	AFR	African					Coriell:GM19098	Y105			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001664	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19098		SRX029783	NA19098	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448138	2014-05-28	9	6	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070743	SRS000182	NA19098	AFR	African					Coriell:GM19098	Y105			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001664	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19098		SRX029783	NA19098	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448138	2014-05-28	14	10	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070744	SRS000182	NA19098	AFR	African					Coriell:GM19098	Y105			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001664	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19098		SRX029783	NA19098	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448138	2014-05-28	1	1	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070746	SRS000182	NA19098	AFR	African					Coriell:GM19098	Y105			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001664	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19098		SRX029783	NA19098	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448138	2014-05-28	2	2	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070749	SRS000182	NA19098	AFR	African					Coriell:GM19098	Y105			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001670	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19119		SRX029784	NA19119	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485447659	2014-05-28	184	113	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070750	SRS000188	NA19119	AFR	African					Coriell:GM19119	Y060			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001670	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19119		SRX029784	NA19119	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485447659	2014-05-28	169	110	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070751	SRS000188	NA19119	AFR	African					Coriell:GM19119	Y060			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001672	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19131		SRX029785	NA19131	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485447994	2014-05-28	313	193	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070764	SRS000190	NA19131	AFR	African					Coriell:GM19131	Y101			YRI			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001672	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19131		SRX029785	NA19131	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485447994	2014-05-28	329	212	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070765	SRS000190	NA19131	AFR	African					Coriell:GM19131	Y101			YRI			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
